sep=,
ID,Text,Translation,VoiceActor,Context
359227274176,An unexplained Eclipse has started!,,,ModItemStoryBit begin_nest_disaster_robot NotificationRolloverTitle
297523086088,An Asteroid is causing the eclipse!,,,ModItemStoryBit begin_nest_disaster_robot Title
194288232486,"The air is filled with smoke, and the smell of petrol is pungent.

The sound of rotors fills the air, and you barely see the silhouette of hundreds of Consortium ships piercing the atmosphere.

Drones",,,ModItemStoryBit begin_nest_disaster_robot Text
947183453884,Nest's are Overactive!,,,ModItemNotificationPreset dis_nests_overactive text
272691265125,The nearby nests are all working together and spawning attack after attack. We need to kill <nests_left()> to break their communications!,,,ModItemNotificationPreset dis_nests_overactive rollover_text
769211153498,A shooting star,,,ModItemExpeditionPreset NA_Exped_Shrieker_Nest display_name
219489814974,A meteorite fell in this area.,,,ModItemExpeditionPreset NA_Exped_Shrieker_Nest description
334501410635,A falling meteor was spotted nearby!,,,ModItemExpeditionPreset NA_Exped_Shrieker_Nest FoundByExplorationDisplayText
305361382111,<u(StoryBit)> (weight: <Weight>),,,
305361382111,<u(StoryBit)> (weight: <Weight>),,,
305361382111,<u(StoryBit)> (weight: <Weight>),,,
676096752128,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Broken_Shrieker_Nest NotificationText
483107297188,[The Nests Awaken] Broken Nest,,,ModItemStoryBit Broken_Shrieker_Nest Title
493932761411,"I found the landing site, and lots of dead Shriekers strewn around. And large shards of black and red claylike material! 
The meteor must have landed on top of a humungous nest of creatures!

All that's left of the nest is two protruding pillars partially exposed that look like horns from a distance.

These must be the strongest pillars of the nest.
And their vibrations are hurting my head!

What should I do?",,,ModItemStoryBit Broken_Shrieker_Nest Text
926625800729,"Shoot the pillars, bring them down!",,,ModItemStoryBit Broken_Shrieker_Nest Text
573170111095,Pillar's are louder!,,,ModItemStoryBit Broken_Shrieker_Nest Title
329248656624,"I tried to damage the pillars with what I had...
But these pillars are made of stern stuff!

Worse still, the pillars are now vibrating so loud it is starting to hurt.
I'm getting out of here before I start to go deaf!
<style TextNegative>The consequences of this action will occur in due time</style>",,,ModItemStoryBit Broken_Shrieker_Nest Text
826795568152,Lash the pillars together and silence them!,,,ModItemStoryBit Broken_Shrieker_Nest Text
250769668217,Pillar's Stopped,,,ModItemStoryBit Broken_Shrieker_Nest Title
702067002755,"I managed to scavenge some of the nests own material to bind the pillars together.
Combined with some thick reeds nearby to lash them together.

As soon as there was continuous nest material connecting the pillars, the vibrations stopped.

Hopefully this will get us something we want.

<em>Local Shrieker Nest aggression levels lowered.</em>
<em>Carbon Nanotubes Gained</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
636542954862,Pillar's Not Stopped,,,ModItemStoryBit Broken_Shrieker_Nest Title
695821266966,"I felled a few small trees and tried to bind them around the pillars.

Even though they are touching, they still vibrate.

I am going to take some of the nest material back with me.
It feels weird but doesn't look very natural....

<em>Local Shrieker Nest aggression levels raised.</em>
<em>Carbon Nanotubes Gained</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
612377216813,Pillar's not stopped,,,ModItemStoryBit Broken_Shrieker_Nest Title
442233584296,"I tried to tie them together, but nothing I could move would make them budge!!

I'll gather up some of scraps and shards.
Hopefully the vibrations don't mean much....

<em>Local Shrieker Nest aggression levels raised twice.</em>
<em>Carbon Nanotubes Gained</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
184256034270,Look for and help the survivors,,,ModItemStoryBit Broken_Shrieker_Nest Text
341052381042,Found a wounded Shrieker!,,,ModItemStoryBit Broken_Shrieker_Nest Title
842855697422,"I found a nearby Shrieker that had flung far away from the nest.
It's tail was bent at a very wrong angle, and it's exoskeleton was leaking fluid, so it was in no position to stop me from doing anything.

I nursed it back to health, and it now follows me!
Let's see if these things get altitude sickness!

<em>A high tier Shrieker will be brought back from this expedition.</em>
<em>Local Shrieker Nest aggression levels lowered.</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
323773298695,Found a wounded Shrieker!,,,ModItemStoryBit Broken_Shrieker_Nest Title
814318562989,"It took me a while to find a Shrieker that wasn't hurt so much I couldn't to heal it, but not healthy enough to fight me off.....

I did find one and nursed it back to health.
But it's not one of the biggest one's I saw.

<em>A medium tier Shrieker will be brought back from this expedition</em>
<em>Local Shrieker Nest aggression levels lowered.</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
935055858908,Did not save any Shriekers,,,ModItemStoryBit Broken_Shrieker_Nest Title
467152558503,"Most of the Shriekers I found where too far gone to even attempt to help.
Let alone tame.

That being said, I made sure to butcher and scavenge some of the shards.

<em>Local Shrieker Nest aggression levels raised.</em>
<em>Carbon Nanotubes Gained</em>
<em>Insect Meat Gained</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
635825711080,Hunt the survivors down!,,,ModItemStoryBit Broken_Shrieker_Nest Text
334334388120,A dead Shrieker is a good Shrieker,,,ModItemStoryBit Broken_Shrieker_Nest Title
282308119094,"I hunted and found some Shriekers that survived the crash.
Dang things put up a fight, but I killed all I could find!

The noises they made when they die makes me realize how apt the name ""Shriekers"" is for em!

I even scrounged and took some of their nest structure to research!
<em>Local Shrieker Nest aggression levels raised twice.</em>
<em>Carbon Nanotubes Gained</em>
<em>Insect Meat Gained</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
804168191504,Wounded and retreating,,,ModItemStoryBit Broken_Shrieker_Nest Title
163964550429,"There were.... too many....

I got the drop on the first thing, but when it yelled I heard them coming from all over.

I started running once I saw the 4th appear.
Thankfully they weren't smart enough to target the Balloon, or I'd be dead already.

<em>Local Shrieker Nest aggression levels raised.</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
289518266882,<style TextPositive>Safely</style> scavenge from a distance,,,ModItemStoryBit Broken_Shrieker_Nest Text
315621291031,I scavenged,,,ModItemStoryBit Broken_Shrieker_Nest Title
283986861030,"I scavenged some outlying nest structures.

It's not much, but I didn't get hurt

<em>Carbon Nanotubes Gained</em>",,,ModItemStoryBit Broken_Shrieker_Nest Text
659084137633,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit Food_Pile_Shrieker_Nest NotificationText
320487496148,[The Nests Awaken] A pile of burnt... food?,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
432054219238,"I found where the meteor landed, but what greeted me was very pungent.

My nose was assaulted with the smell of burnt-to-a-crisp dog food.
And there was a conga line of Shriekers running to the pile.
Each would dive in, and leave with a pile of (often still on fire) this gunk.

What... what should I do?!?!",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
752976472411,Observe how the Shriekers work together,,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
298740240290,Stolen Piece,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
106151430908,"The Shriekers moved like a well choreographed dance group.
Each one flicking it's tail to perfectly move what food drops off it's carapace onto the Shrieker behind it.
It more I watched, the more enthralled I was.

Eventually after all the food was long gone I was able to collect myself start the return journey.
But I cannot keep my mind off of what other wonders the universe has....

I must keep looking for more things like this.... I MUST!

<em>This character now has an Intellectual skill of 7 and is interested in Intellectual activities.</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
160304860392,Stolen Piece,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
335238353172,"The Shriekers where very well coordinated and single focused.
Nearby Drakas stood in a trance, but the Shriekers did not pursue or attack.
I could sense the trance encroaching my mind the more I watched the Shriekers.

I did not succumb, and my mind was sharpened by the trial.
I now feel more capable in all things because of it.

<em>This colonist has gained +1 to all skills, unless the skill is maxxed or indifferent</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
835762142336,Quickly grab the best sample you can!,,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
808455532347,Stolen... Bread?,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
327854680802,"I dashed in and when I was close, I bent down to pick up some of the cleaner looking pieces.

I had to stop because that stuff is super slippery! I could barely hold onto it. This also got me a few spikes in the back as the Shriekers started closing in.....

I couldn't exactly run with this slick & slimy stuff, so I did the next best thing..... I ate it.....

My legs managed to get me to my ride home!
But now I can't help but feel..... wayyyyyy too full. 
Like I ate 10 meals in those few bites I got.
Hope this is the only side effect....

<em>This colonist now needs 80% less food but moves 20% slower.</em>
<em>Local Shrieker Nest aggression levels raised.</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
601836334546,Failed to get fresh sample,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
880426466168,"Well I ran in as best I could.
Unfortunately the Shriekers where alerted and started shooting quicker than I could dash in and out.

I couldn't even make it to the pile.....

I did patch myself up as much as I could and waited for the Shriekers to be done.
So I have a sample... just a very burnt one.
Bringing it home with me.

<em>Local Shrieker Nest aggression levels raised twice.</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
409109555755,Trap the path the Shriekers took and collect the spoils,,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
191968638200,Got some spoils!,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
239211206803,"I made sure to track their path from the comet, and lo and behold there was a small clearing that had a well worn path back to their nest.

No sentries either, dumb bugs don't know how to handle guerrilla warfare.
There was even a small nest building that I looted after I made sure all the Shriekers where dead!

I'm coming back with some of that really slippery food and enough bug meat to last a winter!

<em>Local Shrieker Nest aggression levels raised twice.</em>
<em>Carbon Nanotubes Gained</em>
<em>Insect Meat Gained</em>
<em>New breakthrough research available</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
572094894653,Got a live specimen!,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
662410562178,"I used my skills to set up a live trap.

I hid it in a clearing that had a good path from the Shriekers going to the meteor.

I sat with it and got it tamed, and it's coming back with me.
I didn't get any food, but the Shrieker I did get is a beast. One of the biggest ones I've seen!

<em>A high tier Shrieker will be brought back from this expedition.</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
978230562876,Failed to get fresh sample,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
365940755626,"Well I ran in as best I could.
Unfortunately the Shriekers where alerted and started shooting quicker than I could dash in and out.

I couldn't even make it to the pile.....

I did patch myself up as much as I could and waited for the Shriekers to be done.
So I have a sample... just a very burnt one.
Bringing it home with me.

<em>Local Shrieker Nest aggression levels raised twice.</em>
<em>New breakthrough research available</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
186402334417,<style TextPositive>Safely</style> scavenge from a distance,,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
202713456976,I scavenged,,,ModItemStoryBit Food_Pile_Shrieker_Nest Title
954570739174,"I scavenged some outlying nest structures.

It's not much, but I didn't get hurt

<em>Carbon Nanotubes Gained</em>",,,ModItemStoryBit Food_Pile_Shrieker_Nest Text
377903967280,Expedition complete: <ExplorationSiteName>,,,ModItemStoryBit World_War_Insect NotificationText
968759677777,[The Nests Awaken] World War Insect?,,,ModItemStoryBit World_War_Insect Title
166675964945,"As I flew in the crater left by the meteor is massive!
It broke into 4 ""smaller"" pieces with each piece being a fully functional Shrieker nest!

I can see in the crash debris what's left of a Deathfly Mating Spire, and the Deathfly's have decided to greet their new neighbors with appropriate force!

Not to leave a new neighbor un-greeted, the commotion has also roused a nearby mound of Scissorhands.

I'm afraid to fly even closer, lest I cannot even get home!
What do I do?!?!?",,,ModItemStoryBit World_War_Insect Text
128075964429,"Shoot at who you can, leave when something tries to respond",,,ModItemStoryBit World_War_Insect Text
338811045314,Combat Increase,,,ModItemStoryBit World_War_Insect CustomOutcomeText
293846749365,Combat Experience,,,ModItemStoryBit World_War_Insect Title
394429963567,"This was the closest I will ever get to that Earth saying ""Shooting Fish in a Barrel""!

The Shriekers and Scissorhands didn't know what was killing them off!
My ammunition is now spent, but I feel like I will do better the next time we are attacked!

<em>This colonists combat skill set to 10 and is now interested in combat.</em>",,,ModItemStoryBit World_War_Insect Text
630139695694,"Land at a distance, and heal some of the creatures fleeing",,,ModItemStoryBit World_War_Insect Text
133161655557,Chance to gain random high tier tamed unit,,,ModItemStoryBit World_War_Insect CustomOutcomeText
717767014088,Found a wounded Shrieker!,,,ModItemStoryBit World_War_Insect Title
409626888358,"I found a nearby Shrieker that was extremely wounded.
The Scissorhand blades had sliced thin but very deep gashes in the Shriekers exoskeleton.

It was in no position to fight back and thankfully, I managed to seal the wounds to prevent further liquid loss.

<em>A high tier Shrieker will be brought back from this expedition.</em>
<em>Local Shrieker Nest aggression levels lowered.</em>
<em>Local Scissorhand Nest aggression levels increased.</em>",,,ModItemStoryBit World_War_Insect Text
463533421705,Found a wounded Shrieker!,,,ModItemStoryBit World_War_Insect Title
200284404991,"I found a nearby Scissorhand that was extremely wounded.
Shrieker spikes and their venomous payloads easily breach the Scissorhands carapace.

It was in no position to fight back and thankfully, I managed to seal the wounds to prevent further liquid loss.

<em>A high tier Scissorhands will be brought back from this expedition.</em>
<em>Local Scissorhand Nest aggression levels lowered.</em>
<em>Local Shrieker Nest aggression levels increased.</em>",,,ModItemStoryBit World_War_Insect Text
895673775962,Found a wounded Scissorhands,,,ModItemStoryBit World_War_Insect Title
904667923008,"The Scissorhands are proving to be not much of a match against the Shriekers. Those thin spikes pierce right through their hard to blast shells.

Luckily this means there are ample pinned Scissorhands in various stages of hurt.

I kept away from one's blades and cleaned it up. After it got some food it's ready to follow me home!

<em>A medium tier Scissorhands will be brought back from this expedition</em>
<em>Local Shrieker Nest aggression levels increased.</em>
<em>Local Scissorhands Nest aggression levels lowered.</em>",,,ModItemStoryBit World_War_Insect Text
850355051619,Found a wounded Scissorhands,,,ModItemStoryBit World_War_Insect Title
913912138672,"There is a lot of wounded, and I could not find any stragglers that I could save.

I waded my way into some of the lighter skirmishes away from the Deathflies.
Thankfully my scent was masked by the smell of death and guts, and I went largely unnoticed.

I patched up both Scissorhands and Shriekers and slipped out.
<em>Local Shrieker Nest aggression levels lowered.</em>
<em>Local Scissorhands Nest aggression levels lowered.</em>
<em>Colonists Healing Skill increased by 2</em>",,,ModItemStoryBit World_War_Insect Text
776607328794,Observe the war from a distance,,,ModItemStoryBit World_War_Insect Text
149456348331,Found a wounded Scissorhands,,,ModItemStoryBit World_War_Insect Title
579234739056,"You ever watch those old war TV shows?
I did once or twice, and what I see on the ground looks.... eerily similar.

Blocks of insects are moving together.
Not as individuals, but like a military squad.

Their spitting, slicing, and shooting are all little blurs from this high. But I see how they are targeting now.

Before I would give the chances of me not getting hit by a Shrieker spike ~10%. But now I think I would fare much better!

<em>This colonist now has a trait that gives them a +15% chance to dodge against incoming Shriekers/Scissorhands/Deathflys attacks</em>",,,ModItemStoryBit World_War_Insect Text
430308561174,<style TextNegative>DANGEROUS</style> Answer the call to war! Wade in death!,,,ModItemStoryBit World_War_Insect Text
992211123211,I am become death!,,,ModItemStoryBit World_War_Insect Title
184098389550,"I do not know how. I do not know why.
I just know that the second I touched the ground I was overcome by a red rage.

Now that I am back in control, all I see around me is death.
Shriekers.... Scissorhands... Deathflies....

Nothing moves except me.
This will be a place 


<em>This colonist now has a trait that gives them a high dodge chance against Shriekers/Scissorhands/Deathflys!</em>",,,ModItemStoryBit World_War_Insect Text
753509255013,I am become death!,,,ModItemStoryBit World_War_Insect Title
757712491412,"<style TextNegative>You see the balloon rise and start heading your way.
You have not seen or heard from the colonist who left.</style>

<em>This colonist is gravely wounded, and will be permanently scarred for their attempt to join a war.</em>",,,ModItemStoryBit World_War_Insect Text
242509817721,<style TextPositive>Safely</style> scavenge from a distance,,,ModItemStoryBit World_War_Insect Text
380755387109,Burnt Shrieker Scraps,,,ModItemTech Shrieker_food_scraps DisplayName
